id,gross_income,length_residence,weekly_rent,weekly_mortgage,freehold_leasehold
20220024657,9209,10-19 years,NA,NA,freehold
20220024663,70012.5,3-4 years,150,NA,NA
20220024664,21135,20-29 years,NA,NA,freehold
20220024665,16120,5-9 years,90,NA,NA
20220024667,15070.46,10-19 years,126.92307692307692,NA,NA
20220024671,16893,20-29 years,NA,120,freehold
20220024674,38107.49,3-4 years,184.6153846153846,NA,NA
20220024676,46139.6532,20-29 years,NA,191.07692307692307,freehold
20220024682,19360.828442000002,5-9 years,90,NA,NA
20220024684,100000,3-4 years,NA,207.69230769230768,freehold
20220024687,23667.8,10-19 years,NA,80,leasehold
20220024691,22484,20-29 years,82,NA,NA
20220024699,91721,10-19 years,NA,208.15384615384616,freehold
20220024701,29495,30+ years,NA,NA,freehold
20220024708,100000,less than 1 year,NA,515.0769230769231,freehold
20220024713,49437.5,5-9 years,NA,NA,freehold
20220024715,100000,20-29 years,NA,NA,freehold
20220024719,22337.8,5-9 years,138.46153846153845,NA,NA
20220024720,14209,3-4 years,83,NA,NA
20220024721,15080,3-4 years,161.53846153846155,NA,NA
20220024723,8840,20-29 years,NA,NA,freehold
20220024726,22128.079999999998,two years,100.38461538461539,NA,NA
20220024736,100000,3-4 years,NA,576.9230769230769,freehold
20220024740,14690,30+ years,NA,NA,freehold
20220024741,44340,less than 1 year,201.92307692307693,NA,NA
20220024747,79977.5,10-19 years,NA,NA,freehold
20220024749,28278.035,3-4 years,NA,251.05769230769232,freehold
20220024750,100000,10-19 years,NA,NA,freehold
20220024754,55900,5-9 years,NA,NA,freehold
20220024761,15539.800000000001,10-19 years,78,NA,NA
20220024762,22250,3-4 years,132.69230769230768,NA,NA
20220024766,31200,two years,82.25,NA,NA
20220024767,31825.5,30+ years,NA,NA,freehold
20220024771,80375,3-4 years,NA,219.23076923076923,freehold
20220024775,44207.5,3-4 years,NA,NA,freehold
20220024787,76687.95999999999,5-9 years,NA,260.1552442386655,freehold
20220024796,100000,less than 1 year,NA,126.92307692307692,freehold
20220024800,60012.5,10-19 years,NA,NA,freehold
20220024803,10817.5,3-4 years,115.38461538461539,NA,NA
20220024811,85352.8,10-19 years,NA,221.53846153846155,freehold
20220024818,33012.623,5-9 years,89.76923076923077,NA,NA
20220024819,36569,30+ years,NA,NA,freehold
20220024824,18676,10-19 years,73,NA,NA
20220024828,20355,10-19 years,346.15384615384613,NA,NA
20220024835,56027.5,5-9 years,207.69230769230768,NA,NA
20220024846,38955,30+ years,NA,NA,freehold
20220024853,87812.5,5-9 years,NA,193.84615384615384,freehold
20220024854,60067.5,30+ years,NA,NA,freehold
20220024859,43773.96,5-9 years,100,NA,NA
20220024860,59530,less than 1 year,NA,193.66882858044244,freehold
20220024862,16601,20-29 years,89,NA,NA
20220024863,68237.5,30+ years,NA,NA,freehold
20220024865,18750,one year,380.7692307692308,NA,NA
20220024866,37225,20-29 years,NA,349.3599282314774,freehold
20220024869,54546.25,two years,184.6153846153846,NA,NA
20220024870,14056,30+ years,86.53846153846153,NA,NA
20220024871,15080,10-19 years,69.67455621301775,NA,NA
20220024872,26957.7,two years,NA,NA,leasehold
20220024873,20493,10-19 years,NA,NA,leasehold
20220024879,49612.5,30+ years,NA,NA,freehold
20220024880,35368,30+ years,NA,NA,freehold
20220024883,12930,two years,NA,NA,freehold
20220024884,29892.5,one year,NA,NA,freehold
20220024896,11830,30+ years,80,NA,NA
20220024897,11830,10-19 years,82,NA,NA
20220024901,35625,one year,126.92307692307692,NA,NA
20220024902,41524,5-9 years,92.3076923076923,NA,NA
20220024906,89000,5-9 years,NA,129.23076923076923,freehold
20220024907,83224.85,two years,178.84615384615384,NA,NA
20220024912,63437.5,less than 1 year,311.53846153846155,NA,NA
20220024913,40518.75,20-29 years,NA,NA,freehold
20220024914,13416.839999999998,3-4 years,126.92307692307692,NA,NA
20220024917,19500,10-19 years,70,NA,NA
20220024918,27318.75,3-4 years,126.92307692307692,NA,NA
20220024920,65631.25880000001,10-19 years,NA,60.477493288529075,freehold
20220024923,7472.759999999999,one year,138,NA,NA
20220024928,80989.5,10-19 years,NA,69.46153846153847,freehold
20220024932,51495,20-29 years,NA,NA,freehold
20220024938,70142.359,5-9 years,NA,224.2786552640214,freehold
20220024941,55699.8,less than 1 year,196.15384615384616,NA,NA
20220024942,46615,10-19 years,NA,136.15384615384616,freehold
20220024943,34424,30+ years,NA,94.61538461538461,freehold
20220024950,99332.15,5-9 years,NA,115.38461538461539,freehold
20220024951,21929.176470588234,10-19 years,90,NA,NA
20220024954,38955,30+ years,NA,NA,freehold
20220024955,100000,5-9 years,NA,346.15384615384613,freehold
20220024964,14056,20-29 years,NA,NA,freehold
20220024965,100000,less than 1 year,NA,346.15384615384613,freehold
20220024972,9760,10-19 years,94,NA,NA
20220024975,100000,10-19 years,NA,142.3846153846154,freehold
20220024976,35229,one year,484.61538461538464,NA,NA
20220024979,11050,less than 1 year,60.23076923076923,NA,NA
20220024980,6786,10-19 years,75,NA,NA
20220024982,27077.5,20-29 years,89.42307692307692,NA,NA
20220024983,49370,20-29 years,147.69230769230768,NA,NA
20220024984,59449.05,5-9 years,NA,146.71880953063823,freehold
20220024986,45287.84,3-4 years,276.9230769230769,NA,NA
20220024987,54157.81999999999,10-19 years,NA,134.49224206975168,leasehold
20220024988,34327.8,10-19 years,81.73076923076923,NA,NA
20220024989,19732.5,30+ years,NA,NA,freehold
20220024990,100000,5-9 years,NA,519.3845857384592,freehold
20220024991,58437.5,less than 1 year,NA,161.53846153846155,leasehold
20220024994,41304.159999999996,5-9 years,738.4615384615385,NA,NA
20220025000,14690,3-4 years,156.92307692307693,NA,NA
20220025001,38337.57,one year,305.7692307692308,NA,NA
20220025004,22100,3-4 years,NA,145.84615384615384,leasehold
20220025006,29353.5,30+ years,90,NA,NA
20220025011,9378.2,20-29 years,86,NA,NA
20220025014,38225.07,one year,NA,NA,leasehold
20220025015,46470,30+ years,NA,NA,freehold
20220025018,43182.75,3-4 years,NA,126.92307692307692,leasehold
20220025019,72114.65039999998,3-4 years,NA,103.84615384615384,freehold
20220025021,42652.5,30+ years,NA,NA,freehold
20220025022,35279.5,20-29 years,NA,NA,freehold
20220025023,40500,one year,34.61538461538461,94.61538461538461,leasehold
20220025025,38692.5,20-29 years,NA,NA,freehold
20220025026,25987,5-9 years,109.61538461538461,NA,NA
20220025027,100000,30+ years,NA,NA,freehold
20220025031,23632.44,5-9 years,0,NA,NA
20220025036,14056,two years,250,NA,NA
20220025037,45710.4,less than 1 year,253.84615384615384,NA,NA
20220025040,23868.7316,one year,NA,NA,freehold
20220025041,46950,3-4 years,NA,128.76923076923077,leasehold
20220025044,13075,10-19 years,NA,NA,freehold
20220025047,22069.25,30+ years,NA,NA,freehold
20220025054,44542.5,10-19 years,NA,202.23934036203383,freehold
20220025057,34870,30+ years,NA,NA,freehold
20220025058,40900,two years,155.76923076923077,NA,NA
20220025059,60106.05,one year,103.84615384615384,81.33775083721629,NA
20220025063,15417,10-19 years,200,NA,NA
20220025064,100000,one year,346.15384615384613,NA,NA
20220025078,33859.8,20-29 years,98.07692307692308,NA,NA
20220025079,32689.800000000003,10-19 years,NA,NA,freehold
20220025080,72721,10-19 years,NA,NA,freehold
20220025081,34735.8,3-4 years,NA,NA,freehold
20220025082,10249,30+ years,99.85207100591717,NA,NA
20220025083,64525,10-19 years,NA,276.9230769230769,freehold
20220025088,83437.5,30+ years,126.92307692307692,NA,NA
20220025090,65018.75,3-4 years,NA,164.07692307692307,freehold
20220025091,14018.04,two years,109,NA,NA
20220025095,50378.75,5-9 years,NA,NA,freehold
20220025102,40512.5,20-29 years,NA,NA,freehold
20220025105,30999.8,3-4 years,138.46153846153845,NA,NA
20220025110,74419.8,5-9 years,177.23076923076923,NA,NA
20220025111,15327,30+ years,NA,NA,freehold
20220025112,7772.64,less than 1 year,103.84615384615384,NA,NA
20220025116,33995,two years,NA,NA,freehold
20220025118,33185.3,5-9 years,NA,131.53846153846155,freehold
20220025121,52320.400799999996,10-19 years,NA,NA,freehold
20220025126,18486.76,two years,392.3076923076923,NA,NA
20220025131,13260,10-19 years,96.15384615384616,NA,NA
20220025134,65300,3-4 years,NA,230.30136375226127,freehold
20220025139,9209.2,10-19 years,128,NA,NA
20220025140,16677.56,5-9 years,110.76923076923077,NA,NA
20220025142,49612.5,10-19 years,NA,NA,freehold
20220025144,21767.75,3-4 years,83.07692307692308,NA,NA
20220025148,84180.9984,5-9 years,NA,NA,freehold
20220025149,21531,30+ years,NA,NA,freehold
20220025152,22675,30+ years,NA,NA,freehold
20220025156,32240,20-29 years,NA,NA,freehold
20220025158,27327,3-4 years,253.84615384615384,NA,NA
20220025159,21592.8,5-9 years,90.53254437869822,NA,NA
20220025163,27197.5,30+ years,NA,NA,freehold
20220025169,43884,30+ years,NA,NA,freehold
20220025172,93025,one year,392.3076923076923,NA,NA
20220025173,61905.200000000004,10-19 years,NA,NA,freehold
20220025175,33025,10-19 years,NA,NA,freehold
20220025176,39787.5,20-29 years,NA,NA,freehold
20220025181,9209,20-29 years,112.15384615384616,NA,NA
20220025185,12865.348911000001,3-4 years,103.84615384615384,NA,NA
20220025187,93521,5-9 years,NA,115.38461538461539,freehold
20220025190,35175,3-4 years,NA,140.76923076923077,freehold
20220025191,31481.25,30+ years,NA,NA,freehold
20220025192,21795.8,5-9 years,106.15384615384616,NA,NA
20220025195,79600,one year,249.23076923076923,NA,NA
20220025197,19240,5-9 years,137.30769230769232,NA,NA
20220025202,14040,less than 1 year,132.69230769230768,NA,NA
20220025217,82441.25,3-4 years,160.3846153846154,NA,NA
20220025224,72721,less than 1 year,NA,326.87846264453117,freehold
20220025228,19264.9106,less than 1 year,415.38461538461536,NA,NA
20220025230,50437.5,10-19 years,NA,132,freehold
20220025237,23195,30+ years,NA,NA,freehold
20220025240,6240,10-19 years,78,NA,NA
20220025247,22484,20-29 years,NA,NA,leasehold
20220025249,27300,30+ years,NA,NA,freehold
20220025250,84375,10-19 years,NA,NA,freehold
20220025256,29647.5,10-19 years,NA,107.59379365580138,freehold
20220025265,100000,3-4 years,NA,230.76923076923077,freehold
20220025269,9209,two years,126.92307692307692,NA,NA
20220025270,44577.5,30+ years,NA,NA,freehold
20220025281,59027.8,10-19 years,NA,196.15384615384616,freehold
20220025283,14195,less than 1 year,183.46153846153845,NA,NA
20220025284,36189.4,10-19 years,91.59763313609467,NA,NA
20220025285,47927.5,30+ years,NA,NA,freehold
20220025289,27012.839999999997,30+ years,NA,NA,freehold
20220025293,49450,two years,NA,300,freehold
20220025294,100000,20-29 years,NA,184.6153846153846,freehold
20220025296,77285.3876,10-19 years,NA,NA,freehold
20220025297,82108.35,5-9 years,NA,213.242003474316,freehold
20220025299,46140,less than 1 year,69.6923076923077,73.84615384615384,leasehold
20220025310,73704.93,two years,NA,237.69230769230768,freehold
20220025317,100000,one year,288.46153846153845,NA,NA
20220025318,55417.5,one year,196.15384615384616,NA,NA
20220025320,12451.679999999998,5-9 years,100,NA,NA
20220025321,59800,two years,300,NA,NA
20220025328,58946.25,5-9 years,180,NA,NA
20220025334,16075.8,5-9 years,110.76923076923077,NA,NA
20220025337,11047,30+ years,NA,NA,freehold
20220025340,51579.8,less than 1 year,236.53846153846155,NA,NA
20220025341,100000,5-9 years,NA,41.53846153846154,freehold
20220025346,75600,less than 1 year,NA,336.9230769230769,freehold
20220025352,51896,30+ years,NA,NA,freehold
20220025360,76900,5-9 years,109.61538461538461,NA,NA
20220025361,100000,less than 1 year,375,NA,NA
20220025363,73246.58,less than 1 year,184.6153846153846,NA,NA
20220025365,47902,30+ years,210,NA,NA
20220025367,78665.6428,10-19 years,NA,NA,freehold
20220025373,61111.9388,20-29 years,NA,NA,freehold
20220025377,15073,30+ years,NA,NA,freehold
20220025382,62511.8,10-19 years,105,NA,NA
20220025384,10593,30+ years,93,NA,NA
20220025387,38780,one year,NA,173.07692307692307,freehold
20220025390,45248.5,30+ years,NA,NA,freehold
20220025392,46292,30+ years,NA,NA,freehold
20220025394,10471.76,30+ years,110,NA,NA
20220025396,37906.25,one year,230.76923076923077,NA,NA
20220025401,24636.04,less than 1 year,80.76923076923077,NA,NA
20220025403,71470.59,5-9 years,NA,126.08169273431915,freehold
20220025408,20265.5,30+ years,80,NA,NA
20220025414,14977.5,30+ years,NA,NA,freehold
20220025417,100000,10-19 years,NA,NA,leasehold
20220025419,29120,10-19 years,NA,NA,freehold
20220025423,14608.919999999998,two years,110.76923076923077,NA,NA
20220025426,28549.8,two years,43.84615384615385,NA,NA
20220025430,100000,10-19 years,NA,NA,freehold
20220025434,38487.8,3-4 years,NA,108.32693776495252,freehold
20220025438,60175,10-19 years,NA,99.23076923076923,freehold
20220025440,66422.32,10-19 years,NA,339.74198341867856,freehold
20220025447,73153.36,10-19 years,NA,1027.0316667144675,freehold
20220025450,100000,3-4 years,NA,242.30769230769232,freehold
20220025454,18008.8,5-9 years,117,NA,NA
20220025463,52126.774319000004,5-9 years,111,NA,NA
20220025464,22539.5,5-9 years,NA,NA,NA
20220025466,100000,3-4 years,470.7692307692308,NA,NA
20220025476,100000,10-19 years,NA,294.2307692307692,freehold
20220025477,30778.04,two years,123.46153846153847,NA,NA
20220025479,84547.5,30+ years,NA,NA,freehold
20220025484,56896.891,10-19 years,NA,383.83560625376873,freehold
20220025486,20726.5,30+ years,NA,NA,leasehold
20220025488,14690,10-19 years,88,NA,NA
20220025489,36400,one year,NA,NA,freehold
20220025490,46027.8,10-19 years,NA,138.46153846153845,freehold
20220025498,29063,30+ years,NA,NA,freehold
20220025500,12327,20-29 years,NA,NA,freehold
20220025507,37981.25,two years,NA,115.38461538461539,freehold
20220025508,47012.15,3-4 years,93.19526627218934,NA,NA
20220025512,36205,30+ years,NA,NA,freehold
20220025516,37730.8,two years,121.08727810650888,NA,NA
20220025517,100000,20-29 years,NA,334.51888572985513,freehold
20220025518,15756,3-4 years,194.5,NA,NA
20220025521,24755,5-9 years,NA,NA,freehold
20220025528,96739.94,5-9 years,NA,253.15384615384616,freehold
20220025530,33812.3,20-29 years,NA,NA,freehold
20220025534,40450,3-4 years,121.15384615384616,NA,NA
20220025536,21354.793419999998,5-9 years,111.06,NA,NA
20220025542,38955,20-29 years,NA,42.2550171448238,freehold
20220025544,25100.26,5-9 years,NA,161.53846153846155,freehold
20220025546,60993.6,3-4 years,NA,114.4406714338978,freehold
20220025547,22030,30+ years,NA,NA,freehold
20220025549,29644,3-4 years,NA,107.47396975105525,freehold
20220025551,11533.039999999999,5-9 years,105.23076923076923,NA,NA
20220025553,74469.04000000001,10-19 years,NA,154.05475000717013,freehold
20220025557,15037.359999999997,two years,120,NA,NA
20220025560,66462.5,30+ years,NA,NA,freehold
20220025563,100000,two years,NA,438.46153846153845,freehold
20220025564,15393.5,30+ years,NA,NA,freehold
20220025565,43800,less than 1 year,229.6153846153846,NA,NA
20220025567,64458.02,one year,NA,349.8161760926577,freehold
20220025569,37452.5,30+ years,NA,NA,freehold
20220025572,30972.5,30+ years,NA,NA,freehold
20220025575,38955,less than 1 year,369.2307692307692,NA,NA
20220025577,48293,20-29 years,NA,NA,freehold
20220025586,50330,10-19 years,77.3076923076923,NA,NA
20220025591,15040,20-29 years,106.25,NA,NA
20220025593,69997.5,less than 1 year,NA,320.3076923076923,freehold
20220025595,48410.552,5-9 years,NA,135.23076923076923,freehold
20220025596,9209,10-19 years,76.3,NA,NA
20220025597,71494.62,two years,161.53846153846155,NA,NA
20220025599,40304.15741,5-9 years,NA,159.23076923076923,freehold
20220025601,35731.8,10-19 years,93.19526627218934,NA,NA
20220025603,70105,30+ years,NA,NA,freehold
20220025606,51377.5,5-9 years,NA,184.6153846153846,freehold
20220025611,31877.5,30+ years,NA,NA,freehold
20220025612,25852,5-9 years,118,NA,NA
20220025613,20285,5-9 years,98,NA,NA
20220025614,39141.49,5-9 years,NA,99.79725762597988,leasehold
20220025617,26246.7,30+ years,130,NA,NA
20220025622,72040.1723,one year,NA,907.7481119467817,freehold
20220025625,33599.8,one year,150,NA,NA
20220025630,22698.230196,20-29 years,NA,NA,freehold
20220025641,45559.86,two years,276.9230769230769,NA,NA
20220025647,37655.8,10-19 years,NA,230.76923076923077,freehold
20220025655,13612.5,10-19 years,NA,NA,freehold
20220025657,17537.5,30+ years,NA,NA,freehold
20220025661,9209,5-9 years,138.46153846153845,NA,NA
20220025666,9917.5,3-4 years,0,NA,NA
20220025668,8635,5-9 years,NA,NA,freehold
20220025670,33517.6532,20-29 years,92.3076923076923,NA,NA
20220025671,94630,3-4 years,369.2307692307692,NA,NA
20220025672,22400,10-19 years,NA,78.25003174967371,freehold
20220025677,37565,3-4 years,NA,93.23076923076923,freehold
20220025678,100000,one year,NA,NA,leasehold
20220025679,16335.8,5-9 years,219.23076923076923,NA,NA
20220025680,9334,two years,78,NA,NA
20220025685,78852.8,3-4 years,138.46153846153845,NA,NA
20220025686,9620,30+ years,84,NA,NA
20220025689,39334.8,5-9 years,NA,60,freehold
20220025691,24070,20-29 years,NA,NA,freehold
20220025694,54755.6236,3-4 years,NA,253.84615384615384,freehold
20220025702,68138.75,one year,93,NA,NA
20220025704,36547.5,30+ years,NA,NA,freehold
20220025705,23625.6,5-9 years,89.07692307692308,NA,NA
20220025706,39200,10-19 years,NA,NA,freehold
20220025709,18200.5,30+ years,NA,NA,freehold
20220025711,100000,5-9 years,NA,48.07692307692308,freehold
20220025713,22030,30+ years,NA,NA,freehold
20220025714,57280,5-9 years,NA,124.61538461538461,freehold
20220025717,41872.5,10-19 years,NA,NA,freehold
20220025723,67750,two years,NA,207.69230769230768,freehold
20220025724,83437.5,10-19 years,NA,276.9230769230769,freehold
20220025725,80675,5-9 years,NA,184.6153846153846,freehold
20220025729,45885,20-29 years,NA,NA,freehold
20220025730,55569.64,two years,161.53846153846155,NA,NA
20220025731,46052,20-29 years,NA,NA,freehold
20220025733,22100,5-9 years,80,NA,NA
20220025734,100000,3-4 years,NA,461.53846153846155,freehold
20220025737,94855,30+ years,NA,NA,freehold
20220025738,19390,5-9 years,103.84615384615384,NA,NA
20220025745,39419.60956,two years,NA,NA,freehold
20220025747,27040,3-4 years,167.30769230769232,NA,NA
20220025748,76687.3,5-9 years,NA,138.46153846153845,freehold
20220025749,32414.5,one year,NA,NA,leasehold
20220025750,62500,less than 1 year,271.15384615384613,NA,NA
20220025754,37791,3-4 years,NA,NA,freehold
20220025755,35770.590000000004,10-19 years,NA,NA,freehold
20220025760,22880,5-9 years,60.45,80.76923076923077,freehold
20220025764,100000,two years,NA,NA,freehold
20220025765,100000,less than 1 year,150,NA,NA
20220025766,16767.5,30+ years,NA,NA,freehold
20220025770,48300,3-4 years,NA,57.69230769230769,freehold
20220025771,14875,20-29 years,NA,NA,freehold
20220025772,35136,one year,NA,NA,freehold
20220025773,35517.5,20-29 years,NA,485.3841245513723,freehold
20220025774,77150,two years,132.69230769230768,NA,NA
20220025775,33455.3,two years,NA,184.6153846153846,freehold
20220025779,13416.839999999998,3-4 years,100.61538461538461,NA,NA
20220025780,13112.5,30+ years,NA,NA,freehold
20220025782,6118.92,3-4 years,97.5,NA,NA
20220025783,46441,20-29 years,NA,NA,freehold
20220025787,12027.599999999999,5-9 years,100,NA,NA
20220025789,6902.88,5-9 years,90,NA,NA
20220025791,29609.8812,3-4 years,165.9399354428934,NA,NA
20220025792,51854.8,3-4 years,NA,80.76923076923077,freehold
20220025801,11986,5-9 years,98,NA,NA
20220025803,100000,3-4 years,NA,230.76923076923077,freehold
20220025805,20800,30+ years,NA,NA,freehold
20220025806,65719.415,30+ years,93.26923076923077,NA,NA
20220025809,43870,5-9 years,NA,NA,freehold
20220025810,44350,one year,NA,115.38461538461539,freehold
20220025814,79362.5,10-19 years,NA,NA,freehold
20220025817,9186,10-19 years,120,NA,NA
20220025824,33757.3,one year,NA,198.4619237484653,freehold
20220025827,36672.5,two years,NA,NA,freehold
20220025828,37225,one year,NA,184.6153846153846,leasehold
20220025829,20280,5-9 years,91.15384615384616,NA,NA
20220025830,91836.1914,5-9 years,NA,392.3076923076923,freehold
20220025833,100000,30+ years,NA,NA,freehold
20220025836,76438.751388,30+ years,NA,NA,freehold
20220025837,22100,one year,NA,161.53846153846155,freehold
20220025840,67500,two years,121.15384615384616,NA,NA
20220025848,75810,30+ years,NA,23.076923076923077,freehold
20220025856,29379.8,3-4 years,NA,NA,freehold
20220025859,100000,20-29 years,NA,648.4948276114457,freehold
20220025869,24474,10-19 years,NA,NA,freehold
20220025870,13892.5,30+ years,NA,NA,freehold
20220025879,29175,30+ years,NA,NA,freehold
20220025880,56419.062600000005,two years,NA,126.22670664785902,freehold
20220025881,100000,5-9 years,438.46153846153845,NA,NA
20220025882,47146.0992,20-29 years,42.5,NA,NA
20220025887,42270,two years,196.15384615384616,NA,NA
20220025893,51595,20-29 years,NA,NA,freehold
20220025894,100000,5-9 years,NA,669.2307692307693,freehold
20220025896,9209,20-29 years,78.92307692307692,NA,NA
20220025904,64650,20-29 years,NA,NA,freehold
20220025907,14935,30+ years,NA,NA,freehold
20220025909,100000,3-4 years,NA,613.0237335975166,freehold
20220025912,37077.8,two years,173.07692307692307,NA,NA
20220025913,36700,3-4 years,NA,173.07692307692307,freehold
20220025915,17163.600000000002,3-4 years,161.53846153846155,NA,NA
20220025921,9209,30+ years,153.45505,NA,NA
20220025924,81665,10-19 years,NA,1699.6498423018932,freehold
20220025927,81861.3496,30+ years,NA,NA,freehold
20220025931,20899.3,10-19 years,100,NA,NA
20220025939,16852.5,30+ years,NA,NA,freehold
20220025946,24350.5,two years,86,NA,NA
20220025948,13075,3-4 years,90,NA,NA
20220025954,46189,10-19 years,NA,NA,freehold
20220025960,25874.8,two years,75,NA,NA
20220025970,74460,10-19 years,NA,230.76923076923077,freehold
20220025974,22010.5,less than 1 year,NA,NA,freehold
20220025980,9501,10-19 years,86,NA,NA
20220025984,20317.5,3-4 years,153.1281363076923,0.02307692307692308,NA
20220025986,18363.8,two years,88.96404,NA,NA
20220025998,11173.08,10-19 years,275.7692307692308,NA,NA
20220026001,85705.83571680001,10-19 years,NA,212.11863407544826,freehold
20220026003,8840,10-19 years,79.61538461538461,NA,NA
20220026005,20075,two years,NA,NA,freehold
20220026009,69098.23999999999,5-9 years,NA,184.6153846153846,freehold
20220026010,17160.5,10-19 years,NA,NA,freehold
20220026014,24132.5,30+ years,NA,NA,freehold
20220026015,22030,20-29 years,NA,NA,freehold
20220026018,25742.412612,3-4 years,175.3846153846154,NA,NA
20220026020,12591.8,10-19 years,114.42307692307692,NA,NA
20220026025,28755,30+ years,NA,NA,freehold
20220026027,100000,3-4 years,NA,227.76923076923077,freehold
20220026029,89315,10-19 years,NA,NA,freehold
20220026030,16120,10-19 years,140,NA,NA
20220026031,100000,5-9 years,NA,257.0769230769231,freehold
20220026033,19128,30+ years,156,NA,NA
20220026039,51358.31995999999,10-19 years,NA,252.1633854686383,freehold
20220026048,13472.92,10-19 years,82.15384615384616,NA,NA
20220026053,29175,30+ years,NA,NA,freehold
20220026058,29900,3-4 years,120,NA,NA
20220026075,52243.75,10-19 years,NA,137.91568095879992,freehold
20220026079,14715,30+ years,NA,NA,freehold
20220026080,7857,5-9 years,79,NA,NA
20220026082,51225,5-9 years,165,NA,NA
20220026086,18200,less than 1 year,70.2958579881657,NA,NA
20220026089,36222.5,10-19 years,84.23076923076923,NA,NA
20220026090,44198.08,30+ years,130.84615384615387,NA,NA
20220026095,91495,10-19 years,NA,NA,freehold
20220026096,68712.5,less than 1 year,321.9230769230769,NA,NA
20220026099,61419.8,20-29 years,92.3076923076923,NA,NA
20220026100,47187.5,30+ years,NA,NA,freehold
20220026101,97781.25,one year,NA,353.0769230769231,freehold
20220026103,99153.04000000001,10-19 years,NA,NA,freehold
20220026110,92187.5,5-9 years,NA,219.23076923076923,freehold
20220026111,29809,30+ years,NA,NA,freehold
20220026112,40543.75,5-9 years,69.23076923076923,NA,NA
20220026118,22362.5,10-19 years,90,NA,NA
20220026120,24737.5,two years,126.92307692307692,NA,NA
20220026121,61016.5,10-19 years,NA,NA,freehold
20220026123,70412.5,two years,NA,165.00423719666247,leasehold
20220026124,35316,10-19 years,211.44230769230768,NA,NA
20220026125,9540,one year,69.23076923076923,NA,NA
20220026127,7729.8,two years,99.25,NA,NA
20220026128,28783.5626,30+ years,NA,NA,freehold
20220026137,50325.4,one year,264.9230769230769,NA,NA
20220026142,67625.16,5-9 years,65,NA,NA
20220026144,47844,30+ years,NA,69.23076923076923,leasehold
20220026145,58545.3484,3-4 years,NA,163.15384615384616,freehold
20220026147,23760.5,30+ years,NA,NA,freehold
20220026148,16435,30+ years,NA,NA,freehold
20220026154,37423.75,10-19 years,NA,115.38461538461539,freehold
20220026155,50225,3-4 years,81,NA,NA
20220026157,3087.96,one year,86.53846153846153,NA,NA
20220026164,100000,two years,NA,461.53846153846155,freehold
20220026166,100000,10-19 years,NA,1173.7504762451058,freehold
20220026171,46123.44,less than 1 year,NA,161.53846153846155,leasehold
20220026173,100000,5-9 years,NA,242.30769230769232,freehold
20220026187,68699.8,3-4 years,NA,153.23076923076923,freehold
20220026190,18905,30+ years,NA,NA,freehold
20220026191,40487.5,20-29 years,NA,NA,freehold
20220026193,18200,20-29 years,113.16568047337279,NA,NA
20220026195,16900,one year,101.53846153846155,NA,NA
20220026198,22030,3-4 years,NA,NA,freehold
20220026206,17119,20-29 years,NA,NA,freehold
20220026210,13045.5,10-19 years,89,NA,NA
20220026219,100000,one year,NA,46.15384615384615,freehold
20220026220,46792.5,30+ years,NA,NA,freehold
20220026223,9209.2,30+ years,108,NA,NA
20220026224,52834.682313,less than 1 year,NA,73.84615384615384,freehold
20220026225,47968,5-9 years,NA,108.46153846153847,freehold
20220026234,6828,10-19 years,126.92307692307692,NA,NA
20220026236,14056,10-19 years,NA,0.02307692307692308,freehold
20220026241,61520.993664,30+ years,NA,NA,freehold
20220026244,11235,30+ years,NA,NA,freehold
20220026247,34827.66,5-9 years,76,NA,NA
20220026248,32232.5,10-19 years,145.77677936562893,NA,NA
20220026256,41243.8,3-4 years,124.61538461538461,NA,NA
20220026261,9209,10-19 years,68,NA,NA
20220026262,53624.8,5-9 years,138.46153846153845,NA,NA
20220026263,75756.851802,20-29 years,NA,NA,freehold
20220026265,36037.8,two years,155.76923076923077,NA,NA
20220026269,24315.83,30+ years,NA,NA,freehold
20220026280,23927.8,3-4 years,NA,52.11538461538461,freehold
20220026289,100000,10-19 years,NA,117.37504762451057,freehold
20220026290,25355,20-29 years,95,NA,NA
20220026297,22475,10-19 years,NA,NA,freehold
20220026306,11830,20-29 years,NA,NA,freehold
20220026309,71936.3024,10-19 years,NA,230.76923076923077,freehold
20220026312,17160,two years,115.38461538461539,NA,NA
20220026313,100000,5-9 years,NA,492,freehold
20220026317,20324.5,30+ years,NA,NA,freehold
20220026319,15444,10-19 years,104.8076923076923,NA,NA
20220026322,41939.8,20-29 years,145,NA,NA
20220026326,12560.839999999998,10-19 years,96.15384615384616,NA,NA
20220026327,11830,10-19 years,NA,NA,freehold
20220026329,8072.760000000001,two years,133.84615384615384,NA,NA
20220026331,19299.8,less than 1 year,288.46153846153845,NA,NA
20220026332,100000,30+ years,NA,NA,freehold
20220026333,53827.8,10-19 years,NA,152.89050909251182,freehold
20220026334,31473,30+ years,NA,NA,freehold
20220026336,20335,30+ years,NA,NA,freehold
20220026339,23230.420000000002,one year,330,NA,NA
20220026343,51028.3,5-9 years,NA,69.23076923076923,freehold
20220026347,100000,less than 1 year,NA,NA,freehold
20220026352,40430,20-29 years,NA,NA,freehold
20220026354,100000,5-9 years,NA,NA,leasehold
20220026359,42561,30+ years,NA,NA,freehold
20220026366,35306.25,10-19 years,NA,NA,freehold
20220026368,89432.5,20-29 years,NA,NA,freehold
